Customer ID,Gender,Age,Age_Segment,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Pop_Category,Number of Referrals,Is_Loyal_Referrer,Tenure in Months,Tenure_Segment,Offer,Phone Service,Multiple Lines,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Is_Fiber,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Streaming_Count,Service_Bundle_Score,Contract,Contract_Risk,Paperless Billing,Payment Method,Is_Digital_Native,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Has_Credit_Adjustment,Revenue_Per_Month,Refund_Rate,Extra_Charges_Ratio,Est_CLTV,Is_High_Value,Customer Status,Is_Churned,Churn Category,Churn Reason,Churn_Probability,Churn_Risk_Tier
0559-CKHUS,Female,44,Adult,Yes,0,Pleasanton,94588,37.685052,-121.912061,28568,High,6,1,29,2-4Y,Offer C,Yes,No,49.96,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Two Year,1,Yes,Credit Card,0,19.55,521.8,0.0,0,1448.84,1970.64,0,67.95310344827587,0.0,0.7352129257500101,885.2830188679246,0,Stayed,0,Not Churned,Not Churned,0.016098848428843918,Low Risk
0562-FGDCR,Female,61,Elder,Yes,3,Whitmore,96096,40.637105,-121.906949,843,Low,9,1,72,4-6Y,No Offer,Yes,Yes,21.84,Yes,DSL,0,30.0,Yes,Yes,No,Yes,Yes,No,No,Yes,1,7,Two Year,1,No,Credit Card,0,74.55,5430.65,0.0,0,1572.48,7003.13,0,97.26569444444445,0.0,0.2245395987222856,3375.849056603773,0,Stayed,0,Not Churned,Not Churned,0.006008116189662538,Low Risk
0562-HKHML,Male,39,Adult,Yes,1,Alameda,94502,37.724817,-122.224363,13996,Medium,9,1,71,4-6Y,Offer A,Yes,Yes,18.99,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,2,Two Year,1,No,Credit Card,0,23.9,1626.4,0.0,0,1348.29,2974.69,0,41.89704225352113,0.0,0.4532539525126988,1082.264150943396,0,Stayed,0,Not Churned,Not Churned,0.0,
0562-KBDVM,Female,62,Elder,No,0,Herald,95638,38.313447,-121.123886,1745,Low,0,0,70,4-6Y,Offer A,No,No,0.0,Yes,DSL,0,11.0,Yes,Yes,Yes,Yes,No,No,No,Yes,0,6,Two Year,1,Yes,Bank Withdrawal,1,44.6,3058.15,0.0,0,0.0,3058.15,0,43.68785714285715,0.0,0.0,2019.622641509434,0,Stayed,0,Not Churned,Not Churned,0.018330860874878886,Low Risk
0564-JJHGS,Male,45,Adult,No,0,Guerneville,95446,38.52576,-123.013347,4913,Medium,0,0,9,6-12M,No Offer,Yes,Yes,19.22,Yes,Fiber Optic,1,10.0,No,No,No,No,Yes,Yes,Yes,Yes,3,4,Month-to-Month,3,Yes,Bank Withdrawal,1,95.5,829.1,0.0,0,172.98,1002.08,0,111.34222222222223,0.0,0.17262094842727127,4324.528301886792,1,Churned,1,Dissatisfaction,Limited range of services,0.8958505849081564,Critical Risk
0564-MUUQK,Female,28,Young Adult,Yes,2,Imperial Beach,91932,32.579134,-117.119009,26662,High,5,1,20,1-2Y,No Offer,Yes,Yes,38.71,Yes,Fiber Optic,1,48.0,No,No,Yes,Yes,No,Yes,Yes,Yes,2,6,Month-to-Month,3,Yes,Bank Withdrawal,1,95.5,1916.2,0.0,0,774.2,2690.4,0,134.52,0.0,0.2877639012786203,4324.528301886792,1,Stayed,0,Not Churned,Not Churned,0.14301926537902993,Low Risk
0565-IYCGT,Male,51,Senior,No,0,San Diego,92117,32.825086,-117.199424,51213,Very High,0,0,69,4-6Y,Offer A,Yes,Yes,29.38,Yes,DSL,0,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,8,One Year,2,Yes,Credit Card,0,78.6,5356.45,0.0,0,2027.22,7383.67,0,107.00971014492754,0.0,0.27455452369891936,3559.2452830188677,0,Churned,1,Competitor,Competitor made better offer,0.44169167027205947,Medium Risk
0565-JUPYD,Male,26,Young Adult,No,0,Benicia,94510,38.113533,-122.11926,25578,High,0,0,63,4-6Y,No Offer,Yes,Yes,21.45,Yes,Fiber Optic,1,85.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,8,One Year,2,No,Credit Card,0,104.5,6590.8,0.0,0,1351.35,7942.15,0,126.06587301587301,0.0,0.17014914097568037,4732.075471698113,1,Stayed,0,Not Churned,Not Churned,0.1928784114656949,Low Risk
0567-GGCAC,Female,38,Adult,No,0,Biola,93606,36.798882,-120.019511,807,Low,0,0,7,6-12M,No Offer,Yes,No,15.84,Yes,DSL,0,14.0,Yes,Yes,Yes,No,No,No,No,Yes,0,6,Month-to-Month,3,No,Bank Withdrawal,0,61.4,438.9,0.0,0,110.88,549.78,0,78.53999999999999,0.0,0.20168067226890757,2780.3773584905657,0,Stayed,0,Not Churned,Not Churned,0.36141212479553625,Medium Risk
0567-XRHCU,Female,19,Young Adult,Yes,1,Los Angeles,90049,34.091829,-118.491244,33523,High,7,1,69,4-6Y,No Offer,No,No,0.0,Yes,DSL,0,59.0,Yes,No,Yes,No,No,Yes,Yes,Yes,2,4,Two Year,1,Yes,Credit Card,0,43.95,2960.1,0.0,0,0.0,2960.1,0,42.9,0.0,0.0,1990.1886792452833,0,Stayed,0,Not Churned,Not Churned,0.019994619002483695,Low Risk
0568-ONFPC,Male,34,Adult,Yes,1,San Francisco,94112,37.720498,-122.443119,73117,Very High,1,0,5,<6M,Offer E,Yes,Yes,40.05,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,2,Month-to-Month,3,Yes,Bank Withdrawal,1,25.9,135.0,0.0,0,200.25,335.25,0,67.05,0.0,0.5973154362416108,1172.830188679245,0,Churned,1,Other,Moved,0.557827038929465,Medium Risk
0570-BFQHT,Female,38,Adult,No,0,Anderson,96007,40.448632,-122.306657,21418,High,0,0,9,6-12M,No Offer,Yes,No,32.57,Yes,Fiber Optic,1,13.0,No,Yes,Yes,No,No,No,No,Yes,0,5,Month-to-Month,3,No,Bank Withdrawal,0,80.55,653.9,2.28,0,293.13,944.75,0,104.97222222222223,0.0024133368616035987,0.31027255887801003,3647.54716981132,0,Stayed,0,Not Churned,Not Churned,0.590036762040549,Medium Risk
0572-ZJKLT,Female,32,Adult,Yes,1,Chester,96020,40.243494,-121.154733,2664,Medium,10,1,46,2-4Y,Offer B,Yes,Yes,49.26,Yes,Fiber Optic,1,18.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,7,Two Year,1,No,Credit Card,0,99.65,4630.2,9.35,0,2265.96,6886.81,0,149.71326086956523,0.0013576677736136177,0.3290289698713918,4512.452830188679,1,Stayed,0,Not Churned,Not Churned,0.03601017163805245,Low Risk
0575-CUQOV,Male,76,Elder,Yes,0,Hilmar,95324,37.394536,-120.890747,7177,Medium,10,1,60,4-6Y,Offer B,Yes,No,17.05,Yes,Fiber Optic,1,21.0,No,Yes,Yes,No,Yes,Yes,No,Yes,2,5,One Year,2,Yes,Bank Withdrawal,1,97.95,5867.0,0.0,0,1023.0,6890.0,0,114.83333333333333,0.0,0.14847605224963714,4435.471698113208,1,Stayed,0,Not Churned,Not Churned,0.023210284934375765,Low Risk
0576-WNXXC,Male,70,Elder,Yes,0,Parlier,93648,36.622237,-119.521126,12587,Medium,1,0,27,2-4Y,No Offer,Yes,Yes,39.49,Yes,Fiber Optic,1,7.0,No,Yes,Yes,No,No,Yes,Yes,Yes,2,6,Month-to-Month,3,Yes,Bank Withdrawal,1,95.55,2510.2,0.0,0,1066.23,3576.43,0,132.46037037037036,0.0,0.2981269030849199,4326.792452830188,1,Churned,1,Dissatisfaction,Service dissatisfaction,0.9299724295656364,Critical Risk
0577-WHMEV,Female,19,Young Adult,Yes,0,San Jose,95133,37.371862,-121.860349,26032,High,2,0,16,1-2Y,Offer D,Yes,Yes,27.83,Yes,Fiber Optic,1,52.0,Yes,Yes,Yes,No,No,No,Yes,Yes,1,7,Month-to-Month,3,No,Bank Withdrawal,0,90.7,1374.9,0.0,0,445.28,1820.18,0,113.76125,0.0,0.24463514597457392,4107.169811320755,1,Stayed,0,Not Churned,Not Churned,0.4793034028355846,Medium Risk
0578-SKVMF,Female,23,Young Adult,Yes,0,Seeley,92273,32.790282,-115.689559,1632,Low,4,1,22,1-2Y,No Offer,Yes,No,4.01,Yes,Cable,0,53.0,No,Yes,No,No,No,Yes,Yes,Yes,2,4,Month-to-Month,3,No,Bank Withdrawal,0,83.3,1845.9,0.0,0,88.22,1934.12,0,87.91454545454545,0.0,0.04561247492399644,3772.075471698113,0,Churned,1,Competitor,Competitor had better devices,0.5377411185768295,Medium Risk
0580-PIQHM,Female,21,Young Adult,Yes,1,Riverside,92503,33.890046,-117.455583,71678,Very High,7,1,41,2-4Y,Offer B,Yes,Yes,14.73,Yes,Fiber Optic,1,82.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2,7,One Year,2,Yes,Bank Withdrawal,1,101.6,3930.55,0.0,0,603.93,4534.48,0,110.59707317073169,0.0,0.13318616467599373,4600.754716981131,1,Stayed,0,Not Churned,Not Churned,0.026271534885761394,Low Risk
0581-BXBUB,Female,76,Elder,No,0,Penn Valley,95946,39.203817,-121.19584,9752,Medium,0,0,4,<6M,No Offer,Yes,No,35.67,Yes,Fiber Optic,1,8.0,No,Yes,No,No,No,No,No,Yes,0,4,Two Year,1,No,Bank Withdrawal,0,72.75,317.75,0.0,0,142.68,460.43,0,115.1075,0.0,0.3098842386464826,3294.3396226415093,0,Stayed,0,Not Churned,Not Churned,0.045269364003913015,Low Risk
0581-MDMPW,Female,63,Elder,No,0,San Jose,95148,37.339533,-121.777179,44103,Very High,0,0,24,1-2Y,Offer C,Yes,Yes,44.09,Yes,Fiber Optic,1,9.0,No,No,Yes,No,Yes,No,No,Yes,1,5,Month-to-Month,3,Yes,Credit Card,0,88.95,2072.75,0.0,0,1058.16,3130.91,0,130.45458333333332,0.0,0.33797202730196657,4027.9245283018868,0,Stayed,0,Not Churned,Not Churned,0.6309040686441895,High Risk
0582-AVCLN,Female,43,Adult,No,0,Bakersfield,93304,35.339796,-119.023552,44588,Very High,0,0,38,2-4Y,No Offer,Yes,No,43.19,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Two Year,1,No,Credit Card,0,20.3,743.05,0.0,0,1641.22,2384.27,0,62.743947368421054,0.0,0.6883532485834238,919.245283018868,0,Stayed,0,Not Churned,Not Churned,0.0035647096996218896,Low Risk
0584-BJQGZ,Female,19,Young Adult,No,0,Taylorsville,95983,40.053684,-120.743116,513,Low,0,0,25,2-4Y,No Offer,Yes,Yes,28.05,Yes,Cable,0,85.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,8,Month-to-Month,3,Yes,Bank Withdrawal,1,78.35,1837.9,0.0,0,701.25,2539.15,0,101.566,0.0,0.2761750979658547,3547.9245283018863,0,Stayed,0,Not Churned,Not Churned,0.2564409691618407,Low Risk
0585-EGDDA,Male,41,Adult,Yes,0,Etna,96027,41.405193,-123.008567,2156,Low,8,1,40,2-4Y,Offer B,Yes,No,39.22,Yes,Fiber Optic,1,27.0,No,Yes,Yes,No,No,No,No,Yes,0,5,Month-to-Month,3,Yes,Bank Withdrawal,1,80.0,3168.75,41.74,0,1568.8,4695.81,0,117.39525,0.008888775312459405,0.3340850673259778,3622.6415094339623,0,Stayed,0,Not Churned,Not Churned,0.1237771749197037,Low Risk
0587-DMGBH,Female,48,Senior,No,0,Willows,95988,39.493991,-122.286363,8812,Medium,0,0,8,6-12M,No Offer,Yes,No,37.79,Yes,Cable,0,25.0,Yes,No,No,No,No,No,No,No,0,3,Month-to-Month,3,Yes,Bank Withdrawal,1,49.85,365.55,13.01,10,302.32,664.86,0,83.1075,0.01956802935956442,0.4697530307132328,2257.3584905660377,0,Churned,1,Competitor,Competitor offered higher download speeds,0.6126904810824034,High Risk
0594-UFTUL,Male,35,Adult,Yes,3,Mather,95655,38.549822,-121.266725,929,Low,1,0,13,1-2Y,Offer D,Yes,No,40.2,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Month-to-Month,3,Yes,Credit Card,0,19.85,252.0,0.0,0,522.6,774.6,0,59.58461538461539,0.0,0.6746707978311387,898.867924528302,0,Stayed,0,Not Churned,Not Churned,0.1566022915141864,Low Risk
0595-ITUDF,Male,21,Young Adult,Yes,1,Fairfax,94930,37.971751,-122.611873,8486,Medium,0,0,64,4-6Y,No Offer,Yes,Yes,34.58,Yes,Fiber Optic,1,27.0,Yes,Yes,Yes,No,No,No,No,Yes,0,7,Month-to-Month,3,Yes,Bank Withdrawal,1,91.8,5960.5,0.0,0,2213.12,8173.62,0,127.7128125,0.0,0.27076374972166556,4156.981132075472,1,Stayed,0,Not Churned,Not Churned,0.2692261001516162,Low Risk
0596-BQCEQ,Female,32,Adult,Yes,0,Hydesville,95547,40.557314,-124.081662,1201,Low,1,0,62,4-6Y,No Offer,Yes,No,48.58,Yes,Fiber Optic,1,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,5,Month-to-Month,3,Yes,Bank Withdrawal,1,100.15,6283.3,0.0,0,3011.96,9295.26,0,149.9235483870968,0.0,0.3240318183676411,4535.094339622642,1,Churned,1,Competitor,Competitor had better devices,0.8102800765201178,Critical Risk
0599-XNYDO,Female,51,Senior,Yes,0,Graton,95444,38.434362,-122.86891,390,Low,0,0,20,1-2Y,No Offer,Yes,No,43.49,Yes,Fiber Optic,1,28.0,No,No,No,No,No,No,No,Yes,0,3,Month-to-Month,3,Yes,Bank Withdrawal,1,69.8,1540.35,0.0,0,869.8,2410.15,0,120.50750000000001,0.0,0.36089040101238506,3160.7547169811314,0,Stayed,0,Not Churned,Not Churned,0.5299244917810206,Medium Risk
0601-WZHJF,Male,53,Senior,Yes,0,Shafter,93263,35.490705,-119.286833,15177,Medium,1,0,14,1-2Y,Offer D,No,No,0.0,Yes,DSL,0,12.0,No,No,No,No,Yes,Yes,Yes,Yes,3,2,Month-to-Month,3,No,Bank Withdrawal,0,46.35,667.7,0.0,0,0.0,667.7,0,47.69285714285714,0.0,0.0,2098.867924528302,0,Churned,1,Attitude,Attitude of service provider,0.7376232898756373,High Risk
0602-DDUML,Female,21,Young Adult,No,0,Fallbrook,92028,33.362575,-117.299644,42239,Very High,0,0,57,4-6Y,No Offer,Yes,No,36.14,Yes,Cable,0,48.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,2,6,Two Year,1,No,Mailed Check,0,69.75,3894.4,0.0,0,2059.98,5954.38,0,104.46280701754387,0.0,0.34596045264158487,3158.490566037736,0,Stayed,0,Not Churned,Not Churned,0.08112689594236511,Low Risk
0603-OLQDC,Male,41,Adult,No,1,Whittier,90601,34.007353,-118.033683,32050,High,0,0,12,6-12M,Offer D,Yes,No,27.07,Yes,Cable,0,29.0,Yes,No,No,No,Yes,Yes,Yes,Yes,3,4,Month-to-Month,3,Yes,Mailed Check,0,69.85,837.5,0.0,0,324.84,1162.34,0,96.86166666666666,0.0,0.2794707228521775,3163.018867924528,0,Stayed,0,Not Churned,Not Churned,0.2977853296242058,Low Risk
0603-TPMIB,Female,40,Adult,Yes,2,San Simeon,93452,35.746484,-121.223355,471,Low,0,0,59,4-6Y,Offer B,Yes,Yes,42.37,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,2,Two Year,1,No,Credit Card,0,25.45,1534.05,0.0,0,2499.83,4033.88,0,68.37084745762712,0.0,0.6197085684254365,1152.4528301886792,0,Stayed,0,Not Churned,Not Churned,0.00039638105633405885,Low Risk
0604-THJFP,Female,40,Adult,Yes,0,Castro Valley,94552,37.722727,-122.02157,13212,Medium,4,1,59,4-6Y,Offer B,Yes,No,8.28,Yes,DSL,0,22.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3,5,Two Year,1,Yes,Credit Card,0,75.95,4542.35,0.0,0,488.52,5030.87,0,85.26898305084745,0.0,0.09710447695925356,3439.245283018868,0,Stayed,0,Not Churned,Not Churned,0.0013249634753868882,Low Risk
0607-DAAHE,Male,62,Elder,No,0,Olivehurst,95961,39.082568,-121.55325,6439,Medium,0,0,53,4-6Y,Offer B,Yes,No,26.21,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Two Year,1,No,Bank Withdrawal,0,19.75,1052.35,0.0,0,1389.13,2441.48,0,46.06566037735849,0.0,0.5689704605403281,894.3396226415094,0,Churned,1,Price,Long distance charges,0.25014328042978035,Low Risk
0607-MVMGC,Male,33,Adult,Yes,0,Ranchita,92066,33.215251,-116.53633,339,Low,3,1,45,2-4Y,No Offer,Yes,Yes,39.82,Yes,DSL,0,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,6,One Year,2,No,Credit Card,0,78.75,3600.65,0.0,0,1791.9,5392.55,0,119.83444444444444,0.0,0.33229177290892065,3566.0377358490564,0,Stayed,0,Not Churned,Not Churned,0.07247052557985813,Low Risk
0608-JDVEC,Male,55,Senior,Yes,0,Dunlap,93621,36.789213,-119.140338,506,Low,5,1,50,4-6Y,Offer B,Yes,No,1.87,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Two Year,1,No,Bank Withdrawal,0,19.8,1013.2,0.0,0,93.5,1106.7,0,22.134,0.0,0.08448540706605222,896.6037735849058,0,Stayed,0,Not Churned,Not Churned,0.004925085426446006,Low Risk
0611-DFXKO,Male,35,Adult,Yes,0,Comptche,95427,39.239818,-123.565432,371,Low,1,0,20,1-2Y,Offer D,Yes,No,18.05,Yes,Fiber Optic,1,5.0,No,No,No,No,Yes,Yes,Yes,Yes,3,3,Month-to-Month,3,Yes,Credit Card,0,89.0,1820.45,0.0,0,361.0,2181.45,0,109.07249999999999,0.0,0.16548625913956314,4030.188679245283,0,Churned,1,Dissatisfaction,Service dissatisfaction,0.8099346290218654,Critical Risk
0612-RTZZA,Female,77,Elder,No,0,Vista,92084,33.22784,-117.200024,44692,Very High,0,0,1,<6M,Offer E,No,No,0.0,Yes,DSL,0,15.0,No,No,No,No,No,No,No,Yes,0,2,Month-to-Month,3,No,Bank Withdrawal,0,25.25,25.25,0.0,0,0.0,25.25,0,25.25,0.0,0.0,1143.3962264150944,0,Churned,1,Price,Price too high,0.9876725841024256,Critical Risk
0613-WUXUM,Female,38,Adult,Yes,3,Soquel,95073,37.023669,-121.946461,9823,Medium,1,0,70,4-6Y,No Offer,Yes,No,38.63,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Two Year,1,Yes,Credit Card,0,19.2,1401.4,0.0,0,2704.1,4105.5,0,58.65,0.0,0.6586530264279624,869.4339622641509,0,Stayed,0,Not Churned,Not Churned,0.001574962171450405,Low Risk
0616-ATFGB,Male,74,Elder,Yes,0,Shasta Lake,96019,40.692523,-122.369876,6277,Medium,1,0,1,<6M,Offer E,No,No,0.0,Yes,Cable,0,18.0,No,No,No,No,No,No,No,Yes,0,2,Month-to-Month,3,No,Bank Withdrawal,0,25.05,25.05,0.0,0,0.0,25.05,0,25.05,0.0,0.0,1134.3396226415095,0,Churned,1,Competitor,Competitor had better devices,0.9900791386549039,Critical Risk
0617-AQNWT,Female,61,Elder,Yes,0,North Hills,91343,34.238802,-118.482296,57017,Very High,5,1,64,4-6Y,No Offer,No,No,0.0,Yes,DSL,0,27.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,5,Two Year,1,No,Bank Withdrawal,0,47.85,3147.5,0.0,0,0.0,3147.5,0,49.1796875,0.0,0.0,2166.7924528301887,0,Churned,1,Competitor,Competitor made better offer,0.30720892310681447,Medium Risk
0617-FHSGK,Male,62,Elder,No,0,Rancho Cordova,95670,38.602723,-121.279913,49729,Very High,0,0,49,4-6Y,No Offer,Yes,Yes,19.08,Yes,Fiber Optic,1,24.0,No,No,No,No,No,No,No,No,0,3,Month-to-Month,3,No,Credit Card,0,75.2,3678.3,0.0,20,934.92,4633.22,0,94.55551020408164,0.0,0.2061028830921044,3405.2830188679245,0,Churned,1,Price,Extra data charges,0.6261334611562119,High Risk
0618-XWMSS,Male,60,Senior,No,0,Wasco,93280,35.652242,-119.4464,22760,High,0,0,28,2-4Y,Offer C,Yes,No,44.28,Yes,Fiber Optic,1,5.0,Yes,No,No,No,No,No,No,Yes,0,4,Month-to-Month,3,Yes,Bank Withdrawal,1,74.9,2068.55,0.0,0,1239.84,3308.39,0,118.1567857142857,0.0,0.37475630140340166,3391.698113207547,0,Churned,1,Price,Long distance charges,0.6510129013883877,High Risk
0619-OLYUR,Male,32,Adult,Yes,0,Garden Grove,92840,33.787165,-117.931889,50641,Very High,1,0,72,4-6Y,No Offer,Yes,Yes,47.83,Yes,Fiber Optic,1,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,7,Two Year,1,Yes,Credit Card,0,111.9,8071.05,0.0,0,3443.76,11514.81,0,159.92791666666665,0.0,0.2990722382740141,5067.169811320755,1,Stayed,0,Not Churned,Not Churned,0.2020165078274062,Low Risk
0620-DLSLK,Female,47,Senior,No,0,Pasadena,91103,34.167465,-118.165327,27891,High,0,0,13,1-2Y,No Offer,Yes,No,34.18,Yes,Fiber Optic,1,19.0,No,No,No,No,Yes,No,No,Yes,1,3,Month-to-Month,3,Yes,Credit Card,0,81.9,1028.9,0.0,0,444.34,1473.24,0,113.32615384615384,0.0,0.30160734164155195,3708.679245283019,0,Stayed,0,Not Churned,Not Churned,0.6403154639189523,High Risk
0620-XEFWH,Male,41,Adult,Yes,1,Oak Run,96069,40.689243,-122.037023,829,Low,1,0,4,<6M,Offer E,Yes,No,39.04,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Month-to-Month,3,No,Credit Card,0,18.85,84.2,0.0,0,156.16,240.36,0,60.09,0.0,0.6496921284739556,853.5849056603773,0,Stayed,0,Not Churned,Not Churned,0.22076174142312704,Low Risk
0621-CXBKL,Female,62,Elder,No,0,Copperopolis,95228,37.943954,-120.67108,2633,Medium,0,0,53,4-6Y,Offer B,Yes,No,10.32,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Two Year,1,No,Mailed Check,0,18.7,1005.7,0.0,0,546.96,1552.66,0,29.29547169811321,0.0,0.35227287364909254,846.7924528301885,0,Stayed,0,Not Churned,Not Churned,0.03541960707765751,Low Risk
0621-HJWXJ,Female,54,Senior,Yes,0,Irvine,92618,33.667145,-117.732135,6301,Medium,1,0,63,4-6Y,Offer B,Yes,Yes,21.15,Yes,Fiber Optic,1,24.0,No,Yes,No,No,No,No,No,Yes,0,5,Month-to-Month,3,Yes,Bank Withdrawal,1,81.55,5029.05,0.0,0,1332.45,6361.5,0,100.97619047619048,0.0,0.20945531714218346,3692.8301886792447,0,Stayed,0,Not Churned,Not Churned,0.5306395428420468,Medium Risk
0621-JFHOL,Female,41,Adult,No,0,North Hollywood,91602,34.15136,-118.364786,16996,Medium,0,0,10,6-12M,Offer D,No,No,0.0,Yes,Cable,0,29.0,No,No,No,Yes,No,No,No,Yes,0,3,Two Year,1,Yes,Mailed Check,0,29.6,299.05,0.0,0,0.0,299.05,0,29.905,0.0,0.0,1340.3773584905662,0,Stayed,0,Not Churned,Not Churned,0.060013965796450346,Low Risk
0621-TSSMU,Male,29,Young Adult,Yes,0,Maywood,90270,33.988572,-118.186565,28094,High,0,0,56,4-6Y,No Offer,Yes,No,48.87,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,One Year,2,No,Credit Card,0,19.95,1126.75,0.0,0,2736.72,3863.47,0,68.99053571428571,0.0,0.7083580304751945,903.3962264150942,0,Stayed,0,Not Churned,Not Churned,0.022512247714499032,Low Risk
0621-TWIEM,Male,28,Young Adult,No,0,Newhall,91321,34.370378,-118.504118,30742,High,0,0,10,6-12M,Offer D,Yes,No,34.44,Yes,Cable,0,69.0,No,No,No,No,No,No,Yes,Yes,1,3,Month-to-Month,3,Yes,Bank Withdrawal,1,45.55,402.6,0.0,0,344.4,747.0,0,74.7,0.0,0.4610441767068273,2062.641509433962,0,Churned,1,Attitude,Attitude of support person,0.5256030269031904,Medium Risk
0623-EJQEG,Male,50,Senior,No,0,Murphys,95247,38.147852,-120.440124,4353,Medium,0,0,65,4-6Y,Offer B,Yes,Yes,2.72,Yes,Fiber Optic,1,16.0,Yes,No,No,Yes,No,Yes,Yes,No,2,5,One Year,2,No,Bank Withdrawal,0,93.55,6069.25,0.0,30,176.8,6276.05,0,96.55461538461539,0.0,0.032950661642274996,4236.226415094339,1,Stayed,0,Not Churned,Not Churned,0.22458460776450428,Low Risk
0623-GDISB,Female,63,Elder,No,0,San Clemente,92673,33.4725,-117.584273,15297,Medium,0,0,1,<6M,No Offer,Yes,No,16.42,Yes,Cable,0,21.0,Yes,No,No,No,No,No,No,Yes,0,4,Month-to-Month,3,Yes,Bank Withdrawal,1,48.45,48.45,0.0,0,16.42,64.87,0,64.87,0.0,0.25312162787112685,2193.9622641509436,0,Joined,0,Not Churned,Not Churned,0.9780640721212517,Critical Risk
0623-IIHUG,Female,77,Elder,No,0,San Diego,92122,32.85723,-117.209774,34902,High,0,0,21,1-2Y,No Offer,No,No,0.0,Yes,Cable,0,8.0,Yes,No,No,No,Yes,No,No,Yes,1,3,Month-to-Month,3,Yes,Bank Withdrawal,1,0.0,840.1,0.0,0,0.0,840.1,1,40.00476190476191,0.0,0.0,0.0,0,Churned,1,Competitor,Competitor made better offer,0.7742710382668408,High Risk
0625-AFOHS,Female,40,Adult,Yes,1,Ferndale,95536,40.4785,-124.301372,2965,Medium,5,1,29,2-4Y,Offer C,Yes,No,34.44,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,1,Two Year,1,No,Credit Card,0,20.2,558.8,0.0,0,998.76,1557.56,0,53.708965517241374,0.0,0.6412337245435168,914.7169811320754,0,Stayed,0,Not Churned,Not Churned,0.0031912258887337296,Low Risk
0626-QXNGV,Female,55,Senior,Yes,0,Arcata,95521,40.839958,-124.003757,19596,High,7,1,72,4-6Y,No Offer,Yes,Yes,37.98,No,No Internet,0,0.0,No,No,No,No,No,No,No,No,0,2,Two Year,1,Yes,Credit Card,0,24.15,1776.45,0.0,0,2734.56,4511.01,0,62.65291666666667,0.0,0.606196838402043,1093.5849056603772,0,Stayed,0,Not Churned,Not Churned,0.0,
0628-CNQRM,Male,49,Senior,Yes,0,Temecula,92592,33.507255,-117.029473,46171,Very High,1,0,22,1-2Y,No Offer,Yes,No,19.8,Yes,Cable,0,17.0,Yes,No,Yes,Yes,Yes,No,No,Yes,1,6,One Year,2,Yes,Bank Withdrawal,1,67.5,1544.05,0.0,0,435.6,1979.65,0,89.98409090909091,0.0,0.2200388957644028,3056.6037735849054,0,Churned,1,Other,Don't know,0.5592810823452432,Medium Risk
0634-SZPQA,Female,64,Elder,No,0,San Anselmo,94960,37.99272,-122.575026,16849,Medium,0,0,23,1-2Y,No Offer,Yes,Yes,3.55,Yes,Fiber Optic,1,4.0,Yes,No,No,No,Yes,No,No,Yes,1,5,Month-to-Month,3,Yes,Bank Withdrawal,1,90.05,2169.8,27.38,0,81.65,2224.07,0,96.69869565217392,0.012310763600066544,0.0367119739936243,4077.735849056603,1,Churned,1,Competitor,Competitor offered higher download speeds,0.8290084086461669,Critical Risk
0635-WKOLD,Male,33,Adult,Yes,0,Ceres,95307,37.553469,-120.952825,32881,High,0,0,40,2-4Y,Offer B,Yes,Yes,23.74,Yes,DSL,0,22.0,No,Yes,No,Yes,Yes,No,No,Yes,1,6,One Year,2,No,Credit Card,0,70.75,2921.75,0.0,0,949.6,3871.35,0,96.78375,0.0,0.24528911103361878,3203.7735849056603,0,Stayed,0,Not Churned,Not Churned,0.1650389095304066,Low Risk
